txn_id,user_id,amount,timestamp,device_id,location,merchant_id,is_fraud
t777,u60,2211.75,2026-08-08 03:17:00,device_60_A,Rollinsstad,m9,0
t609,u4,3802.3,2026-08-08 03:29:00,device_4_A,Amymouth,m19,0
t440,u34,4430.47,2026-08-08 07:16:00,device_34_A,North Patricia,m17,0
t199,u58,1429.87,2026-08-08 08:11:00,device_58_A,West Trevor,m2,0
t525,u100,698.77,2026-08-08 08:13:00,device_100_A,North Ashleyview,m19,0
t61,u94,2730.74,2026-08-08 09:30:00,device_94_A,Danielshaven,m16,0
t872,u91,1132.18,2026-08-08 10:28:00,device_91_A,Jessicaview,m4,0
t293,u40,3193.64,2026-08-08 10:45:00,device_40_A,Livingstontown,m5,0
t579,u55,3557.56,2026-08-08 10:59:00,device_55_A,South Stevetown,m15,0
t717,u22,905.92,2026-08-08 11:48:00,device_22_A,West Christophermouth,m8,0
t269,u8,4070.74,2026-08-08 12:58:00,device_8_A,South Jonborough,m18,0
t955,u49,2832.17,2026-08-08 13:14:00,device_new_2645,Johnsonberg,m5,0
t682,u73,534.59,2026-08-08 13:48:00,device_73_A,East Jesse,m3,0
t71,u15,1143.94,2026-08-08 13:52:00,device_15_A,Garciachester,m3,0
t779,u41,1198.28,2026-08-08 14:19:00,device_new_8208,East Mark,m6,0
t37,u83,1827.51,2026-08-08 14:21:00,device_new_1653,Paulafort,m4,0
t65,u28,2942.03,2026-08-08 14:22:00,device_28_A,Garciamouth,m4,0
t96,u67,1020.14,2026-08-08 14:29:00,device_67_A,Keithfurt,m19,0
t865,u35,3406.74,2026-08-08 14:42:00,device_35_A,Lewisstad,m14,0
t594,u14,7485.36,2026-08-08 14:57:00,device_unknown_1185,Reyesland,m3,1
t444,u29,3717.19,2026-08-08 15:09:00,device_29_A,East Ryanfort,m14,0
t494,u33,789.09,2026-08-08 15:15:00,device_33_A,Matthewtown,m13,0
t207,u68,4224.0,2026-08-08 15:57:00,device_68_A,South Andre,m20,0
t425,u71,5097.25,2026-08-08 16:14:00,device_71_A,Lake Elizabeth,m18,0
t969,u24,2048.64,2026-08-08 16:16:00,device_24_A,East Rosechester,m10,0
t739,u43,848.01,2026-08-08 16:29:00,device_43_A,West Benjaminview,m19,0
t735,u93,4754.24,2026-08-08 16:47:00,device_93_A,West Ethan,m6,0
t125,u22,2032.71,2026-08-08 16:54:00,device_22_A,West Christophermouth,m15,0
t140,u44,12017.91,2026-08-08 17:22:00,device_44_A,Thompsonstad,m3,1
t683,u78,2055.93,2026-08-08 18:20:00,device_78_A,Murrayton,m15,0
t963,u60,1447.72,2026-08-08 18:44:00,device_60_A,New Christopherport,m5,0
t88,u59,627.99,2026-08-08 19:01:00,device_59_A,North Sarah,m18,0
t151,u79,1582.5,2026-08-08 19:03:00,device_new_6082,East Nicole,m5,0
t835,u40,3374.34,2026-08-08 19:24:00,device_40_A,New Pamela,m16,0
t437,u17,1897.57,2026-08-08 19:35:00,device_17_A,South Eric,m3,0
t105,u100,1273.86,2026-08-08 19:43:00,device_new_5097,North Ashleyview,m16,0
t960,u68,5027.07,2026-08-08 19:45:00,device_68_A,South Andre,m13,0
t258,u16,970.42,2026-08-08 19:53:00,device_16_A,Port Michaelbury,m11,0
t466,u68,4653.03,2026-08-08 20:20:00,device_68_A,South Andre,m1,0
t205,u15,5565.58,2026-08-08 21:19:00,device_unknown_4340,Crawfordview,m2,1
t630,u67,1211.08,2026-08-08 22:39:00,device_67_A,South Lindatown,m19,0
t591,u48,2430.73,2026-08-08 22:50:00,device_48_A,Hugheston,m17,0
t201,u69,666.3,2026-08-08 22:57:00,device_69_A,Proctorport,m19,0
t231,u72,1664.72,2026-08-09 00:08:00,device_72_A,Jonathanbury,m2,0
t113,u9,3537.37,2026-08-09 00:17:00,device_9_A,Audreystad,m8,0
t195,u77,19001.44,2026-08-09 00:45:00,device_77_A,Stephenfurt,m10,1
t229,u27,1355.35,2026-08-09 01:53:00,device_27_A,West Sarahstad,m12,0
t901,u37,1381.04,2026-08-09 02:20:00,device_37_A,Port Grace,m3,0
t651,u95,5050.97,2026-08-09 02:56:00,device_95_A,West Michaelhaven,m11,0
t504,u57,959.48,2026-08-09 03:06:00,device_new_3745,Stephanieborough,m20,0
t333,u18,4586.21,2026-08-09 03:16:00,device_18_A,Port Jessica,m18,0
t521,u40,1842.73,2026-08-09 07:18:00,device_40_A,New Pamela,m4,0
t131,u71,3056.58,2026-08-09 07:44:00,device_71_A,Lake Elizabeth,m20,0
t134,u95,3520.74,2026-08-09 08:05:00,device_new_2391,West Michaelhaven,m3,0
t544,u66,7398.56,2026-08-09 08:14:00,device_unknown_5093,West Jeremy,m19,1
t876,u12,6237.2,2026-08-09 08:25:00,device_12_A,Hillborough,m14,0
t758,u97,7405.96,2026-08-09 08:50:00,device_97_A,Ashleyport,m8,0
t257,u86,2171.87,2026-08-09 09:31:00,device_86_A,East Stevenside,m17,0
t988,u87,4712.19,2026-08-09 10:08:00,device_87_A,Bentleymouth,m13,0
t951,u4,3510.31,2026-08-09 10:16:00,device_4_A,Amymouth,m1,0
t267,u44,5429.72,2026-08-09 11:28:00,device_44_A,Chavezfort,m10,0
t237,u20,1467.12,2026-08-09 11:35:00,device_20_A,Andrewmouth,m15,0
t684,u93,3609.1,2026-08-09 11:39:00,device_93_A,West Ethan,m11,0
t408,u84,875.57,2026-08-09 11:39:00,device_84_A,East Kenneth,m2,0
t564,u57,909.39,2026-08-09 11:44:00,device_57_A,Stephanieborough,m14,0
t743,u51,6232.86,2026-08-09 13:25:00,device_51_A,Cherylport,m10,0
t946,u23,1473.21,2026-08-09 13:36:00,device_23_A,Donmouth,m6,0
t759,u46,3082.95,2026-08-09 14:05:00,device_46_A,Markberg,m15,0
t619,u96,2910.84,2026-08-09 16:58:00,device_96_A,West Christinemouth,m14,0
t441,u50,1343.28,2026-08-09 17:46:00,device_50_A,North Brittany,m17,0
t570,u74,3117.53,2026-08-09 18:12:00,device_74_A,Nicolemouth,m6,0
t106,u46,3631.58,2026-08-09 19:16:00,device_new_5837,Markberg,m9,0
t253,u58,1280.07,2026-08-09 20:07:00,device_58_A,West Trevor,m11,0
t726,u41,912.95,2026-08-09 20:08:00,device_41_A,North Carlaport,m10,0
t67,u49,2194.62,2026-08-09 20:22:00,device_49_A,Johnsonberg,m12,0
t314,u97,3000.23,2026-08-09 20:23:00,device_97_A,Ashleyport,m8,0
t122,u75,4321.3,2026-08-09 20:38:00,device_75_A,New John,m17,0
t156,u62,10148.05,2026-08-09 20:57:00,device_unknown_8277,Darinborough,m8,1
t706,u91,907.03,2026-08-09 22:29:00,device_91_A,Jessicaview,m18,0
t410,u8,4691.63,2026-08-09 22:50:00,device_8_A,South Jonborough,m16,0
t918,u32,1884.36,2026-08-10 00:17:00,device_32_A,East Jillburgh,m6,0
t482,u37,1998.68,2026-08-10 01:48:00,device_37_A,Port Grace,m16,0
t849,u72,1780.16,2026-08-10 02:25:00,device_72_A,Jonathanbury,m6,0
t290,u92,2824.67,2026-08-10 03:11:00,device_92_A,North Kenneth,m9,0
t56,u25,9317.79,2026-08-10 04:36:00,device_unknown_2020,Muellermouth,m1,1
t677,u34,4997.41,2026-08-10 07:09:00,device_34_A,North Patricia,m14,0
t32,u5,1442.79,2026-08-10 07:18:00,device_5_A,East Patricia,m18,0
t940,u70,5639.64,2026-08-10 07:34:00,device_70_A,Lake Lindsayberg,m5,0
t400,u94,2924.66,2026-08-10 07:36:00,device_94_A,Lake Kimfort,m10,0
t891,u5,1166.85,2026-08-10 07:42:00,device_5_A,Michaelbury,m6,0
t817,u1,2733.56,2026-08-10 07:46:00,device_new_9456,North Amyport,m15,0
t72,u49,2939.91,2026-08-10 07:57:00,device_49_A,Johnsonberg,m3,0
t338,u81,3523.33,2026-08-10 08:00:00,device_81_A,Tiffanyville,m20,0
t232,u35,5179.45,2026-08-10 08:57:00,device_35_A,Lewisstad,m15,0
t794,u63,4008.6,2026-08-10 09:03:00,device_63_A,West Ryanburgh,m17,0
t943,u20,1542.07,2026-08-10 09:07:00,device_new_7271,Andrewmouth,m4,0
t681,u32,1027.79,2026-08-10 09:22:00,device_32_A,East Jillburgh,m13,0
t252,u38,916.41,2026-08-10 09:44:00,device_38_A,North Lauramouth,m2,0
t335,u50,1229.76,2026-08-10 09:46:00,device_50_A,North Brittany,m1,0
t331,u93,3030.7,2026-08-10 10:00:00,device_93_A,West Ethan,m3,0
t914,u29,2482.53,2026-08-10 10:03:00,device_29_A,East Ryanfort,m6,0
t812,u30,836.22,2026-08-10 10:06:00,device_30_A,Ryanfurt,m18,0
t354,u94,3877.38,2026-08-10 10:11:00,device_94_A,Lake Kimfort,m16,0
t161,u56,4654.03,2026-08-10 10:31:00,device_new_7142,Amyland,m11,0
t926,u51,5613.74,2026-08-10 11:01:00,device_51_A,South Laurie,m13,0
t791,u96,2935.52,2026-08-10 11:04:00,device_96_A,Hodgesville,m16,0
t539,u99,755.51,2026-08-10 12:14:00,device_99_A,Scotthaven,m18,0
t746,u96,2989.05,2026-08-10 12:25:00,device_96_A,West Christinemouth,m1,0
t771,u67,1376.65,2026-08-10 12:33:00,device_new_5636,South Lindatown,m14,0
t714,u11,535.85,2026-08-10 13:00:00,device_11_A,West John,m18,0
t126,u35,3680.07,2026-08-10 13:56:00,device_35_A,Lewisstad,m14,0
t411,u6,2270.27,2026-08-10 14:36:00,device_6_A,Robbinsmouth,m11,0
t932,u22,1279.95,2026-08-10 14:47:00,device_22_A,West Christophermouth,m10,0
t287,u10,4151.12,2026-08-10 14:59:00,device_10_A,New Kimberlyhaven,m10,0
t10,u69,1028.32,2026-08-10 15:04:00,device_69_A,Proctorport,m19,0
t568,u61,2871.4,2026-08-10 15:07:00,device_61_A,Soniatown,m5,0
t935,u37,2268.16,2026-08-10 15:24:00,device_new_9801,Port Grace,m13,0
t631,u74,3801.61,2026-08-10 16:55:00,device_74_A,Nicolemouth,m19,0
t298,u55,2650.38,2026-08-10 17:12:00,device_55_A,South Stevetown,m18,0
t920,u57,693.86,2026-08-10 17:40:00,device_57_A,Stephanieborough,m1,0
t652,u60,1439.83,2026-08-10 17:47:00,device_60_A,Rollinsstad,m3,0
t778,u71,3457.36,2026-08-10 17:53:00,device_71_A,Lake Elizabeth,m14,0
t184,u90,6834.69,2026-08-10 18:36:00,device_90_A,New Philiphaven,m5,0
t552,u63,3781.21,2026-08-10 18:52:00,device_63_A,West Ryanburgh,m7,0
t829,u53,5829.81,2026-08-10 19:02:00,device_53_A,West Lisaland,m9,0
t99,u31,3953.7,2026-08-10 19:54:00,device_31_A,Brookston,m3,0
t871,u92,3115.57,2026-08-10 20:31:00,device_92_A,North Kenneth,m20,0
t73,u70,5509.56,2026-08-10 20:51:00,device_70_A,Lake Lindsayberg,m18,0
t133,u78,618.03,2026-08-10 20:52:00,device_new_2503,Murrayton,m15,0
t248,u54,3542.14,2026-08-10 21:13:00,device_54_A,East Stephen,m12,0
t528,u71,7995.15,2026-08-10 21:35:00,device_71_A,Lake Elizabeth,m18,0
t47,u30,1240.63,2026-08-10 21:46:00,device_30_A,Harrischester,m15,0
t176,u51,4464.29,2026-08-10 21:50:00,device_51_A,New Angel,m2,0
t172,u91,1189.73,2026-08-10 22:27:00,device_91_A,South Nicholemouth,m12,0
t617,u42,2023.76,2026-08-10 22:37:00,device_42_A,South Raymondburgh,m2,0
t727,u5,2041.99,2026-08-10 22:43:00,device_5_A,Michaelbury,m4,0
t785,u13,29295.4,2026-08-11 00:20:00,device_unknown_8439,East Carolyn,m11,1
t589,u37,4442.21,2026-08-11 01:07:00,device_unknown_5496,Elliottfurt,m7,1
t243,u41,796.49,2026-08-11 02:30:00,device_41_A,East Mark,m11,0
t933,u2,6119.15,2026-08-11 02:48:00,device_2_A,Mccallport,m13,0
t973,u10,6509.92,2026-08-11 03:47:00,device_10_A,New Kimberlyhaven,m8,0
t228,u16,952.96,2026-08-11 03:48:00,device_16_A,Port Michaelbury,m12,0
t364,u73,547.75,2026-08-11 08:19:00,device_73_A,East Jesse,m17,0
t481,u24,2697.64,2026-08-11 08:35:00,device_24_A,East Rosechester,m13,0
t965,u96,2146.24,2026-08-11 08:55:00,device_96_A,West Christinemouth,m20,0
t283,u89,4808.81,2026-08-11 09:03:00,device_89_A,Laurafurt,m5,0
t87,u36,5170.76,2026-08-11 09:30:00,device_36_A,Horneburgh,m16,0
t603,u43,610.59,2026-08-11 09:52:00,device_43_A,West Benjaminview,m11,0
t465,u39,5580.11,2026-08-11 10:14:00,device_39_A,Roseside,m8,0
t688,u15,991.8,2026-08-11 12:03:00,device_15_A,North Adamburgh,m9,0
t850,u20,5932.15,2026-08-11 12:20:00,device_unknown_7228,Andrewmouth,m19,1
t848,u62,1291.4,2026-08-11 12:33:00,device_62_A,Jeffreytown,m8,0
t941,u70,6258.06,2026-08-11 12:44:00,device_70_A,Lake Lindsayberg,m1,0
t921,u57,747.37,2026-08-11 13:33:00,device_57_A,Stephanieborough,m14,0
t218,u65,1921.17,2026-08-11 13:37:00,device_65_A,Michaelfurt,m6,0
t936,u34,4149.57,2026-08-11 13:43:00,device_34_A,North Patricia,m5,0
t957,u61,1801.11,2026-08-11 13:56:00,device_61_A,Soniatown,m6,0
t917,u97,4257.51,2026-08-11 14:28:00,device_97_A,West Joshua,m7,0
t826,u68,3712.83,2026-08-11 14:28:00,device_68_A,South Andre,m12,0
t193,u10,3128.78,2026-08-11 14:32:00,device_10_A,New Kimberlyhaven,m6,0
t462,u49,7108.3,2026-08-11 15:17:00,device_49_A,Thompsonstad,m9,0
t636,u97,3239.07,2026-08-11 15:23:00,device_97_A,Ashleyport,m4,0
t383,u21,2401.95,2026-08-11 16:05:00,device_21_A,Reyesfurt,m7,0
t696,u53,5941.3,2026-08-11 16:09:00,device_new_9948,Kevinview,m16,0
t907,u78,1273.77,2026-08-11 16:19:00,device_78_A,East Brad,m13,0
t542,u27,2719.87,2026-08-11 16:23:00,device_27_A,West Sarahstad,m1,0
t304,u72,1035.2,2026-08-11 16:53:00,device_72_A,Jonathanbury,m5,0
t874,u7,863.99,2026-08-11 16:54:00,device_7_A,West Kimberly,m19,0
t690,u81,8176.8,2026-08-11 17:24:00,device_81_A,Tiffanyville,m14,0
t526,u79,2351.97,2026-08-11 17:33:00,device_79_A,Lake Maria,m2,0
t597,u14,1703.54,2026-08-11 17:34:00,device_14_A,Reyesland,m18,0
t906,u7,1054.0,2026-08-11 17:39:00,device_7_A,West Kimberly,m19,0
t637,u68,16817.02,2026-08-11 18:24:00,device_unknown_9724,South Christine,m16,1
t514,u18,2517.36,2026-08-11 18:32:00,device_18_A,Port Jessica,m7,0
t276,u83,1517.1,2026-08-11 18:39:00,device_new_2901,Paulafort,m10,0
t272,u17,1961.32,2026-08-11 18:43:00,device_new_7853,South Eric,m18,0
t704,u12,6290.06,2026-08-11 19:12:00,device_12_A,North Alexanderland,m3,0
t376,u61,1642.56,2026-08-11 19:16:00,device_61_A,Soniatown,m4,0
t530,u34,4185.2,2026-08-11 19:25:00,device_34_A,North Patricia,m6,0
t540,u4,4024.75,2026-08-11 20:56:00,device_4_A,West Angelaland,m14,0
t337,u89,8217.36,2026-08-11 21:45:00,device_89_A,South Michellebury,m1,1
t934,u94,2919.32,2026-08-11 22:04:00,device_94_A,Lake Kimfort,m1,0
t561,u93,4066.4,2026-08-11 22:07:00,device_93_A,New Kellyfort,m13,0
t286,u14,1559.81,2026-08-11 22:18:00,device_new_8939,Reyesland,m14,0
t592,u85,1890.88,2026-08-12 00:49:00,device_85_A,Michaelberg,m4,0
t629,u23,2239.19,2026-08-12 00:49:00,device_23_A,Donmouth,m18,0
t75,u8,3808.05,2026-08-12 01:26:00,device_8_A,South Jonborough,m10,0
t173,u13,3651.69,2026-08-12 01:35:00,device_13_A,East Carolyn,m18,0
t459,u83,1500.4,2026-08-12 01:45:00,device_83_A,Paulafort,m17,0
t571,u14,1432.69,2026-08-12 02:23:00,device_14_A,Reyesland,m14,0
t431,u63,4950.78,2026-08-12 03:01:00,device_63_A,West Ryanburgh,m14,0
t658,u31,3532.44,2026-08-12 07:00:00,device_new_1750,Brookston,m6,0
t85,u68,3956.41,2026-08-12 07:40:00,device_68_A,South Andre,m3,0
t595,u60,2022.9,2026-08-12 07:43:00,device_60_A,Rollinsstad,m6,0
t27,u81,3475.95,2026-08-12 08:47:00,device_new_9883,Tiffanyville,m19,0
t180,u80,837.67,2026-08-12 09:15:00,device_80_A,Wilsonville,m11,0
t247,u21,2636.6,2026-08-12 09:41:00,device_new_1962,Reyesfurt,m2,0
t728,u56,5090.63,2026-08-12 10:26:00,device_56_A,Amyland,m6,0
t423,u51,5683.29,2026-08-12 10:37:00,device_51_A,South Laurie,m13,0
t532,u22,1307.52,2026-08-12 10:43:00,device_22_A,West Christophermouth,m17,0
t602,u8,5011.13,2026-08-12 11:02:00,device_8_A,South Jonborough,m7,0
t95,u45,2875.75,2026-08-12 11:17:00,device_45_A,New Sharon,m15,0
t365,u78,983.4,2026-08-12 12:15:00,device_78_A,Murrayton,m6,0
t206,u10,3039.03,2026-08-12 12:16:00,device_10_A,New Kimberlyhaven,m15,0
t560,u63,5438.77,2026-08-12 12:43:00,device_63_A,West Ryanburgh,m7,0
t246,u29,4052.01,2026-08-12 12:51:00,device_29_A,East Ryanfort,m5,0
t814,u18,3260.65,2026-08-12 13:11:00,device_18_A,Port Jessica,m15,0
t179,u73,530.44,2026-08-12 13:32:00,device_73_A,East Jesse,m20,0
t831,u41,1182.09,2026-08-12 13:44:00,device_41_A,East Mark,m15,0
t375,u77,3740.54,2026-08-12 13:46:00,device_77_A,Dennisfort,m2,0
t930,u99,548.64,2026-08-12 13:47:00,device_99_A,Scotthaven,m2,0
t346,u59,976.89,2026-08-12 13:50:00,device_59_A,North Sarah,m5,0
t309,u25,2075.51,2026-08-12 14:16:00,device_25_A,East Stephanie,m16,0
t551,u95,3720.04,2026-08-12 14:26:00,device_95_A,Gomezchester,m3,0
t731,u95,3996.53,2026-08-12 14:37:00,device_95_A,West Michaelhaven,m5,0
t864,u95,3889.77,2026-08-12 15:03:00,device_95_A,West Michaelhaven,m14,0
t42,u61,2113.67,2026-08-12 15:12:00,device_61_A,Port Davidberg,m6,0
t842,u17,4108.5,2026-08-12 15:24:00,device_17_A,South Eric,m3,0
t966,u74,5396.27,2026-08-12 16:21:00,device_new_8836,Nicolemouth,m13,0
t382,u67,1474.02,2026-08-12 16:21:00,device_67_A,South Lindatown,m10,0
t613,u20,1379.19,2026-08-12 16:24:00,device_20_A,Andrewmouth,m18,0
t770,u8,3391.17,2026-08-12 16:52:00,device_8_A,South Jonborough,m16,0
t149,u12,4930.99,2026-08-12 17:12:00,device_12_A,Hillborough,m20,0
t742,u70,3755.32,2026-08-12 17:42:00,device_70_A,Lake Lindsayberg,m6,0
t265,u7,599.63,2026-08-12 18:18:00,device_7_A,West Kimberly,m9,0
t701,u56,5885.1,2026-08-12 18:22:00,device_56_A,Amyland,m13,0
t676,u23,2209.01,2026-08-12 20:10:00,device_23_A,Donmouth,m8,0
t790,u35,4686.73,2026-08-12 20:23:00,device_35_A,Lewisstad,m12,0
t911,u29,3672.17,2026-08-12 21:28:00,device_29_A,East Ryanfort,m1,0
t747,u68,5004.31,2026-08-12 21:55:00,device_68_A,Port Patrick,m9,0
t846,u28,2619.96,2026-08-12 22:28:00,device_28_A,West Travis,m1,0
t567,u7,5836.67,2026-08-13 00:04:00,device_unknown_6203,West Kimberly,m11,1
t62,u3,6975.43,2026-08-13 00:35:00,device_3_A,West Christopher,m1,1
t638,u35,12726.3,2026-08-13 00:41:00,device_35_A,Lewisstad,m4,0
t18,u64,1682.37,2026-08-13 01:15:00,device_64_A,Lake Natalie,m10,0
t623,u87,3521.27,2026-08-13 01:20:00,device_87_A,Bentleymouth,m5,0
t38,u80,1256.83,2026-08-13 01:46:00,device_80_A,Wilsonville,m6,0
t700,u41,7366.68,2026-08-13 03:02:00,device_unknown_2431,East Mark,m11,1
t198,u16,1150.16,2026-08-13 03:17:00,device_16_A,Port Michaelbury,m12,0
t230,u94,2831.6,2026-08-13 03:24:00,device_new_1056,Lake Kimfort,m18,0
t488,u47,1884.01,2026-08-13 07:33:00,device_47_A,West Mirandafort,m16,0
t138,u75,4130.67,2026-08-13 08:51:00,device_75_A,New John,m14,0
t391,u11,732.32,2026-08-13 09:58:00,device_11_A,West John,m16,0
t501,u4,6090.35,2026-08-13 10:00:00,device_4_A,Amymouth,m15,0
t264,u82,4108.33,2026-08-13 11:34:00,device_82_A,New Sherritown,m9,0
t748,u23,2151.01,2026-08-13 11:56:00,device_new_1981,Donmouth,m8,0
t823,u60,1709.37,2026-08-13 12:20:00,device_60_A,Rollinsstad,m1,0
t449,u95,5921.77,2026-08-13 13:08:00,device_95_A,West Michaelhaven,m12,0
t70,u45,1774.7,2026-08-13 13:12:00,device_45_A,New Sharon,m12,0
t25,u4,3837.92,2026-08-13 13:13:00,device_new_4872,Amymouth,m13,0
t897,u20,2090.39,2026-08-13 13:48:00,device_20_A,Andrewmouth,m14,0
t515,u100,948.32,2026-08-13 14:08:00,device_100_A,North Ashleyview,m9,0
t79,u49,3757.9,2026-08-13 14:23:00,device_49_A,Johnsonberg,m17,0
t31,u36,8855.32,2026-08-13 14:28:00,device_36_A,Patrickfurt,m12,0
t487,u25,1897.47,2026-08-13 15:05:00,device_new_9409,Bradfordchester,m15,0
t463,u24,1728.16,2026-08-13 15:23:00,device_24_A,East Rosechester,m13,0
t981,u66,2362.42,2026-08-13 16:19:00,device_66_A,North Sheri,m18,0
t16,u81,5484.77,2026-08-13 16:38:00,device_81_A,Tiffanyville,m8,0
t458,u54,5596.8,2026-08-13 16:48:00,device_54_A,East Stephen,m5,0
t190,u91,907.16,2026-08-13 16:57:00,device_91_A,Jessicaview,m15,0
t238,u20,1715.67,2026-08-13 17:08:00,device_20_A,Andrewmouth,m3,0
t52,u60,1668.45,2026-08-13 17:25:00,device_60_A,Rollinsstad,m15,0
t242,u9,2861.98,2026-08-13 18:30:00,device_9_A,Audreystad,m17,0
t478,u32,1254.03,2026-08-13 18:30:00,device_32_A,East Jillburgh,m13,0
t512,u27,1238.81,2026-08-13 18:31:00,device_27_A,West Sarahstad,m14,0
t209,u49,3730.5,2026-08-13 19:06:00,device_49_A,Johnsonberg,m13,0
t58,u61,2653.7,2026-08-13 19:15:00,device_61_A,Soniatown,m11,0
t263,u27,1057.06,2026-08-13 19:40:00,device_27_A,West Sarahstad,m3,0
t244,u46,4241.85,2026-08-13 20:12:00,device_46_A,Markberg,m10,0
t734,u41,950.73,2026-08-13 20:14:00,device_41_A,New Monicachester,m4,0
t428,u77,5025.36,2026-08-13 20:38:00,device_77_A,Dennisfort,m1,0
t299,u52,4831.4,2026-08-13 21:11:00,device_52_A,Port Bethfurt,m1,0
t517,u41,1243.57,2026-08-13 21:30:00,device_41_A,East Mark,m20,0
t915,u2,5470.42,2026-08-13 21:59:00,device_2_A,Mccallport,m12,0
t183,u94,2353.62,2026-08-13 22:16:00,device_94_A,Lake Kimfort,m17,0
t626,u73,625.64,2026-08-13 22:29:00,device_73_A,East Jesse,m8,0
t804,u69,594.37,2026-08-13 22:31:00,device_69_A,Proctorport,m4,0
t413,u56,5741.91,2026-08-13 22:55:00,device_56_A,Kellytown,m16,0
t858,u99,660.56,2026-08-14 00:01:00,device_99_A,East Rodney,m9,0
t980,u54,12858.12,2026-08-14 00:04:00,device_unknown_5206,East Stephen,m17,1
t303,u80,3033.83,2026-08-14 00:13:00,device_unknown_1152,Kristenside,m14,1
t709,u77,3924.23,2026-08-14 00:20:00,device_77_A,Dennisfort,m12,0
t424,u75,4526.05,2026-08-14 01:02:00,device_75_A,Warrenbury,m9,0
t922,u47,1902.22,2026-08-14 01:03:00,device_47_A,West Mirandafort,m9,0
t359,u85,9635.39,2026-08-14 02:15:00,device_unknown_1893,Hallton,m20,1
t900,u61,1605.7,2026-08-14 03:33:00,device_new_3518,Lake Charlotte,m13,0
t987,u86,6103.44,2026-08-14 08:39:00,device_unknown_9707,East John,m11,1
t289,u66,2261.1,2026-08-14 08:46:00,device_66_A,North Sheri,m15,0
t549,u41,1052.15,2026-08-14 09:09:00,device_41_A,East Mark,m16,0
t351,u86,7005.93,2026-08-14 09:59:00,device_86_A,East Stevenside,m16,1
t982,u79,2100.98,2026-08-14 10:09:00,device_new_6769,Lake Maria,m2,0
t11,u83,1868.98,2026-08-14 10:41:00,device_new_9348,Paulafort,m5,0
t130,u38,833.8,2026-08-14 10:54:00,device_38_A,North Lauramouth,m12,0
t710,u73,372.92,2026-08-14 11:10:00,device_73_A,East Jesse,m12,0
t923,u76,3382.11,2026-08-14 11:36:00,device_76_A,Ambermouth,m11,0
t469,u62,2229.93,2026-08-14 12:14:00,device_62_A,Darinborough,m20,0
t622,u49,2772.41,2026-08-14 12:18:00,device_49_A,Johnsonberg,m16,0
t615,u22,1081.13,2026-08-14 12:44:00,device_22_A,West Christophermouth,m3,0
t256,u11,466.11,2026-08-14 14:35:00,device_11_A,Jennifermouth,m19,0
t634,u71,3199.03,2026-08-14 15:46:00,device_71_A,Lake Elizabeth,m8,0
t194,u76,4282.12,2026-08-14 16:29:00,device_76_A,Michaelfurt,m16,0
t964,u60,2070.96,2026-08-14 16:33:00,device_60_A,Rollinsstad,m8,0
t355,u63,4612.42,2026-08-14 16:41:00,device_63_A,West Ryanburgh,m1,0
t308,u18,3241.13,2026-08-14 16:41:00,device_new_1439,Port Jessica,m7,0
t614,u92,3516.94,2026-08-14 17:30:00,device_92_A,West Kellyland,m7,0
t369,u24,2481.72,2026-08-14 18:13:00,device_new_2654,East Rosechester,m14,0
t495,u81,3406.11,2026-08-14 18:56:00,device_81_A,Brianside,m13,0
t828,u56,3790.95,2026-08-14 20:03:00,device_56_A,Amyland,m3,0
t357,u97,3525.26,2026-08-14 20:07:00,device_97_A,Ashleyport,m6,0
t129,u22,1436.69,2026-08-14 20:17:00,device_22_A,West Christophermouth,m2,0
t94,u73,527.45,2026-08-14 20:20:00,device_73_A,East Jesse,m11,0
t422,u87,4818.75,2026-08-14 20:50:00,device_87_A,Bentleymouth,m19,0
t769,u40,2123.71,2026-08-14 20:53:00,device_40_A,Port Brendaton,m15,0
t553,u24,2348.98,2026-08-14 21:20:00,device_24_A,East Rosechester,m20,0
t821,u72,1745.94,2026-08-14 21:21:00,device_72_A,Jonathanbury,m12,0
t834,u83,1895.66,2026-08-14 22:00:00,device_83_A,Paulafort,m1,0
t503,u15,1436.74,2026-08-14 22:30:00,device_new_5663,Garciachester,m15,0
t867,u39,4513.31,2026-08-15 00:02:00,device_39_A,Roseside,m11,0
t171,u29,8681.36,2026-08-15 00:17:00,device_unknown_1783,East Ryanfort,m12,1
t189,u24,13991.12,2026-08-15 00:19:00,device_unknown_4453,East Rosechester,m16,1
t643,u96,3365.53,2026-08-15 00:35:00,device_96_A,West Christinemouth,m20,0
t624,u35,7762.72,2026-08-15 01:06:00,device_35_A,Kirbyfurt,m3,1
t606,u95,20392.8,2026-08-15 01:12:00,device_unknown_9888,West Jessicaside,m10,1
t326,u13,16753.77,2026-08-15 01:58:00,device_13_A,Rogershaven,m14,1
t150,u38,5362.3,2026-08-15 02:32:00,device_unknown_2548,Lake Carolyn,m20,1
t380,u81,3524.36,2026-08-15 02:33:00,device_81_A,Tiffanyville,m14,0
t476,u32,3593.25,2026-08-15 03:28:00,device_32_A,East William,m19,1
t986,u6,1433.13,2026-08-15 03:46:00,device_6_A,Robbinsmouth,m13,0
t527,u27,3496.98,2026-08-15 04:01:00,device_unknown_2759,Port Daniel,m12,1
t249,u93,22889.5,2026-08-15 04:17:00,device_unknown_8916,West Ethan,m18,1
